,radiusOfRing_Ring,radiusOfRing_section,radiusOfRing_bar,mass,restitution,lateralFriction,spinningFriction,rollingFriction,position,velocity,angularVelocity,time
615,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-9.000e-02  3.300e-01  9.324e+01],[-1.65 -3.23 -2.06],[-7.1  -0.34  9.61],2.5625
616,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.32 93.23],[-1.37 -3.15 -1.96],[-7.15 -0.35 10.18],2.5666666666666664
617,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.31 93.22],[-1.12 -3.06 -1.88],[-7.11 -0.35 10.67],2.5708333333333333
618,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.3  93.22],[-0.87 -2.97 -1.79],[-7.02 -0.35 10.98],2.575
619,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.28 93.21],[-0.63 -2.79 -1.67],[-7.02 -0.36 11.62],2.5791666666666666
620,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.27 93.2 ],[-0.37 -2.58 -1.52],[-7.01 -0.36 12.23],2.5833333333333335
621,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.26 93.2 ],[-0.16 -2.32 -1.38],[-6.97 -0.36 13.32],2.5875
622,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.25 93.19],[ 0.   -2.04 -1.25],[-6.81 -0.35 14.57],2.591666666666667
623,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.25 93.19],[ 0.1  -1.8  -1.15],[-6.58 -0.34 15.11],2.595833333333333
624,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.24 93.18],[ 0.17 -1.61 -1.08],[-6.19 -0.31 15.54],2.6
625,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.23 93.18],[ 0.23 -1.43 -1.  ],[-5.8   0.34 15.99],2.6041666666666665
626,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.23 93.17],[ 0.28 -1.25 -0.92],[-5.33  0.32 16.42],2.6083333333333334
627,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.22 93.17],[ 0.31 -1.13 -0.86],[-4.91  0.3  16.42],2.6125
628,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.22 93.17],[ 0.34 -0.98 -0.78],[-4.47  0.28 16.68],2.6166666666666667
629,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.22 93.16],[ 0.34 -0.88 -0.7 ],[-4.16  0.26 16.78],2.620833333333333
630,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.21 93.16],[ 0.29 -0.76 -0.58],[-3.77  0.25 17.28],2.625
631,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.21 93.16],[ 0.22 -0.58 -0.44],[-3.47  0.24 17.4 ],2.6291666666666664
632,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.21 93.16],[ 0.15 -0.45 -0.35],[-2.89  0.21 17.78],2.6333333333333333
633,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.21 93.16],[ 0.07 -0.36 -0.27],[-2.45  0.19 17.47],2.6375
634,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.21 93.16],[ 0.02 -0.3  -0.23],[-2.02  0.17 17.38],2.6416666666666666
635,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.21 93.16],[-0.16 -0.1  -0.08],[-1.94  0.16 17.26],2.6458333333333335
636,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.21 93.16],[-0.06 -0.26 -0.09],[-1.06  0.13 16.79],2.65
637,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.2  93.15],[-0.08 -0.25 -0.07],[-1.    0.12 16.22],2.654166666666667
638,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.2  93.16],[-0.3  -0.01  0.12],[-0.84  0.12 16.95],2.658333333333333
639,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.1   0.2  93.16],[-0.36  0.06  0.14],[-0.26  0.09 17.09],2.6625
640,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.2  93.16],[-0.34  0.    0.17],[ 0.14  0.07 16.47],2.6666666666666665
641,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.2  93.16],[-0.33 -0.01  0.18],[ 0.64  0.06 16.44],2.6708333333333334
642,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.2  93.16],[-0.27 -0.1   0.16],[ 0.93  0.04 16.02],2.675
643,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.2  93.16],[-0.28 -0.1   0.18],[ 0.96  0.04 15.47],2.6791666666666667
644,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.2  93.16],[-0.28 -0.12  0.2 ],[ 1.32  0.02 15.51],2.683333333333333
645,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.2  93.16],[-0.29 -0.18  0.22],[ 1.91  0.   15.49],2.6875
646,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.2  93.16],[-0.29 -0.15  0.23],[ 2.060e+00 -1.000e-02  1.523e+01],2.6916666666666664
647,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.11  0.2  93.16],[-0.33 -0.17  0.27],[ 1.86  0.   14.82],2.6958333333333333
648,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12  0.2  93.16],[-0.37 -0.15  0.25],[ 2.58 -0.03 15.1 ],2.7
649,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12  0.2  93.17],[-0.36 -0.17  0.32],[ 3.03 -0.05 14.22],2.7041666666666666
650,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12  0.2  93.17],[-0.41 -0.21  0.35],[ 3.32 -0.07 13.9 ],2.7083333333333335
651,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12  0.2  93.17],[-0.42 -0.26  0.38],[ 3.66 -0.08 13.85],2.7125
652,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12  0.2  93.17],[-0.44 -0.29  0.37],[ 3.99 -0.1  13.81],2.716666666666667
653,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12  0.2  93.17],[-0.44 -0.28  0.38],[ 4.15 -0.11 13.55],2.720833333333333
654,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.13  0.19 93.17],[-0.42 -0.27  0.39],[ 4.34 -0.12 13.32],2.725
655,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.13  0.19 93.17],[-0.43 -0.29  0.38],[ 4.48 -0.13 13.02],2.7291666666666665
656,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.13  0.19 93.18],[-0.44 -0.32  0.4 ],[ 4.54 -0.13 12.81],2.7333333333333334
657,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.13  0.19 93.18],[-0.47 -0.38  0.46],[ 4.76 -0.14 12.67],2.7375
658,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.13  0.19 93.18],[-0.47 -0.45  0.55],[ 5.18 -0.17 12.6 ],2.7416666666666667
659,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14  0.19 93.18],[-0.5  -0.48  0.55],[ 5.34 -0.18 12.34],2.745833333333333
660,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14  0.18 93.18],[-0.5  -0.45  0.49],[ 5.38 -0.18 11.99],2.75
661,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14  0.18 93.19],[-0.45 -0.45  0.42],[ 5.48 -0.19 11.51],2.7541666666666664
662,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14  0.18 93.19],[-0.42 -0.41  0.35],[ 5.57 -0.2  10.94],2.7583333333333333
663,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14  0.18 93.19],[-0.38 -0.4   0.29],[ 5.59 -0.2  10.42],2.7625
664,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.14  0.18 93.19],[-0.39 -0.2   0.2 ],[ 5.52 -0.21  9.89],2.7666666666666666
665,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.18 93.19],[-0.24 -0.38  0.17],[ 6.09 -0.23  9.59],2.7708333333333335
666,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.18 93.19],[-0.26 -0.17  0.14],[ 5.77 -0.22  9.03],2.775
667,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.18 93.19],[-0.29 -0.01  0.14],[ 5.77 -0.23  8.61],2.779166666666667
668,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.18 93.19],[-0.23 -0.08  0.13],[ 6.04 -0.24  8.49],2.783333333333333
669,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.17 93.19],[-0.33 -0.2   0.16],[ 5.67 -0.21  8.75],2.7875
670,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.17 93.19],[-0.15 -0.17  0.12],[ 6.35 -0.25  8.11],2.7916666666666665
671,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.17 93.19],[-0.22 -0.05  0.11],[ 6.23 -0.25  7.43],2.7958333333333334
672,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.17 93.19],[-0.2  -0.06  0.07],[ 6.33 -0.26  7.08],2.8
673,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.17 93.19],[-0.18 -0.05  0.05],[ 6.73 -0.28  6.73],2.8041666666666667
674,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.15  0.17 93.19],[-0.2  -0.04  0.03],[ 6.8  -0.28  6.84],2.808333333333333
675,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16  0.17 93.19],[-0.26  0.05 -0.05],[ 6.69 -0.28  6.42],2.8125
676,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16  0.17 93.19],[-0.26  0.06 -0.18],[ 7.05 -0.29  6.47],2.8166666666666664
677,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16  0.17 93.19],[-0.25  0.13 -0.31],[ 7.12 -0.29  6.18],2.8208333333333333
678,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16  0.18 93.19],[-0.23  0.22 -0.45],[ 7.25 -0.29  6.  ],2.825
679,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16  0.18 93.19],[-0.23  0.3  -0.57],[ 7.16 -0.29  5.62],2.8291666666666666
680,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16  0.18 93.19],[-0.27  0.38 -0.67],[ 7.04 -0.28  5.18],2.8333333333333335
681,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16  0.18 93.18],[-0.38  0.45 -0.72],[ 6.82 -0.27  4.65],2.8375
682,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16  0.18 93.18],[-0.55  0.62 -0.86],[ 6.34 -0.25  4.45],2.841666666666667
683,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.17  0.19 93.17],[-0.7   0.76 -1.03],[ 6.04 -0.24  4.19],2.845833333333333
684,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.17  0.19 93.17],[-0.89  0.87 -1.18],[ 5.52 -0.22  3.9 ],2.85
685,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.18  0.19 93.16],[-1.07  0.93 -1.32],[ 5.26 -0.21  3.89],2.8541666666666665
686,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.18  0.2  93.16],[-1.3   0.95 -1.44],[ 4.74 -0.19  3.54],2.8583333333333334
687,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.19  0.2  93.15],[-1.51  0.91 -1.54],[ 4.43 -0.17  3.57],2.8625
688,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.19  0.2  93.14],[-1.81  0.89 -1.66],[ 3.72 -0.14  3.18],2.8666666666666667
689,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.2   0.21 93.14],[-2.09  0.82 -1.75],[ 3.26 -0.12  3.28],2.870833333333333
690,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.21  0.21 93.13],[-2.04  0.63 -1.7 ],[ 4.14 -0.15  3.96],2.875
691,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.22  0.21 93.12],[-2.03  0.45 -1.64],[ 4.73 -0.16  4.06],2.8791666666666664
692,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.23  0.21 93.12],[-2.57  0.41 -1.8 ],[ 2.77 -0.09  3.36],2.8833333333333333
693,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.24  0.22 93.11],[-2.94  0.32 -1.97],[ 2.04 -0.06  3.81],2.8875
694,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.26  0.22 93.1 ],[-3.24  0.21 -2.12],[ 1.55 -0.05  4.33],2.8916666666666666
695,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.27  0.22 93.09],[-3.48  0.04 -2.25],[ 1.06 -0.03  4.64],2.8958333333333335
696,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.29  0.22 93.08],[-3.68 -0.21 -2.39],[ 0.5  -0.01  4.79],2.9
697,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.3   0.21 93.07],[-3.86 -0.49 -2.52],[0.02 0.01 4.84],2.904166666666667
698,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.32  0.21 93.06],[-4.01 -0.82 -2.63],[-0.52  0.02  4.79],2.908333333333333
699,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.34  0.21 93.05],[-4.15 -1.15 -2.73],[-0.91  0.04  4.94],2.9125
700,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.35  0.2  93.04],[-4.27 -1.48 -2.82],[-1.19  0.04  5.13],2.9166666666666665
701,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.37  0.19 93.02],[-4.36 -1.82 -2.92],[-1.45  0.05  5.27],2.9208333333333334
702,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.39  0.18 93.01],[-4.44 -2.17 -3.02],[-1.73  0.06  5.44],2.925
703,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.41  0.17 93.  ],[-4.48 -2.51 -3.12],[-2.03  0.07  5.68],2.9291666666666667
704,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.43  0.16 92.98],[-4.47 -2.89 -3.23],[-2.36  0.08  5.74],2.933333333333333
705,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.45  0.15 92.97],[-4.41 -3.3  -3.37],[-2.74  0.08  5.93],2.9375
706,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.46  0.13 92.96],[-4.32 -3.73 -3.52],[-3.19  0.09  5.95],2.9416666666666664
707,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.48  0.11 92.94],[-4.16 -4.11 -3.63],[-3.74  0.11  6.37],2.9458333333333333
708,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.000e-01  9.000e-02  9.292e+01],[-3.98 -4.53 -3.74],[-4.11  0.11  5.99],2.95
709,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.100e-01  7.000e-02  9.291e+01],[-3.82 -4.95 -3.87],[-4.39  0.11  6.22],2.9541666666666666
710,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.300e-01  5.000e-02  9.289e+01],[-3.64 -5.35 -3.99],[-4.8   0.11  6.56],2.9583333333333335
711,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.400e-01  3.000e-02  9.287e+01],[-3.4  -5.76 -4.13],[-5.2   0.11  7.08],2.9625
712,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.56  0.   92.86],[-3.1  -6.16 -4.28],[-5.65  0.11  7.58],2.966666666666667
713,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.700e-01 -3.000e-02  9.284e+01],[-2.75 -6.55 -4.43],[-6.11  0.11  8.12],2.970833333333333
714,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.800e-01 -5.000e-02  9.282e+01],[-2.36 -6.92 -4.58],[-6.48  0.11  8.67],2.975
715,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-5.90e-01 -8.00e-02  9.28e+01],[-1.94 -7.25 -4.72],[-6.84  0.1   9.16],2.9791666666666665
716,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.59 -0.12 92.78],[-1.51 -7.54 -4.86],[-7.16  0.1   9.65],2.9833333333333334
717,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.6  -0.15 92.76],[-1.04 -7.79 -4.99],[-7.36  0.09 10.23],2.9875
718,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.6  -0.18 92.74],[-0.54 -7.99 -5.11],[-7.53  0.08 10.87],2.9916666666666667
719,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.6  -0.22 92.72],[ 0.01 -8.13 -5.22],[-7.63  0.07 11.44],2.995833333333333
720,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.6  -0.25 92.69],[ 0.58 -8.22 -5.32],[-7.71  0.06 11.73],3.0
721,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.59 -0.28 92.67],[ 1.15 -8.26 -5.42],[-7.87  0.05 12.04],3.0041666666666664
722,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.58 -0.32 92.65],[ 1.73 -8.26 -5.52],[-8.01  0.04 12.5 ],3.0083333333333333
723,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.57 -0.35 92.62],[ 2.37 -8.21 -5.62],[-8.17  0.03 13.12],3.0125
724,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.56 -0.39 92.6 ],[ 3.02 -8.07 -5.71],[-8.48  0.02 13.59],3.0166666666666666
725,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.55 -0.42 92.58],[ 3.61 -7.92 -5.79],[-8.490e+00  1.000e-02  1.385e+01],3.0208333333333335
726,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.53 -0.45 92.55],[ 4.2  -7.72 -5.87],[-8.33e+00 -1.00e-02  1.45e+01],3.025
727,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.51 -0.48 92.53],[ 4.82 -7.47 -5.95],[-7.97 -0.03 15.34],3.029166666666667
728,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.49 -0.51 92.5 ],[ 5.42 -7.14 -6.03],[-7.41 -0.05 16.41],3.033333333333333
729,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.46 -0.54 92.48],[ 6.01 -6.76 -6.1 ],[-7.   -0.07 16.79],3.0375
730,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.43 -0.57 92.45],[ 6.54 -6.34 -6.15],[-6.38 -0.08 17.59],3.0416666666666665
731,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.41 -0.59 92.43],[ 7.03 -5.89 -6.2 ],[-5.94 -0.1  17.99],3.0458333333333334
732,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.37 -0.61 92.4 ],[ 7.46 -5.41 -6.26],[-5.44 -0.11 18.63],3.05
733,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.34 -0.63 92.37],[ 7.87 -4.9  -6.32],[-4.94 -0.13 19.46],3.0541666666666667
734,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.31 -0.65 92.35],[ 8.23 -4.37 -6.38],[-4.69 -0.13 19.51],3.058333333333333
735,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.27 -0.67 92.32],[ 8.55 -3.8  -6.41],[-4.   -0.14 20.07],3.0625
736,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.23 -0.68 92.29],[ 8.82 -3.2  -6.43],[-3.27 -0.15 20.49],3.0666666666666664
737,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.2  -0.69 92.27],[ 9.03 -2.56 -6.43],[-2.55 -0.16 20.84],3.0708333333333333
738,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.16 -0.7  92.24],[ 9.19 -1.91 -6.41],[-1.84 -0.16 21.22],3.075
739,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.12 -0.71 92.21],[ 9.3  -1.26 -6.38],[-1.2  -0.17 21.44],3.0791666666666666
740,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-8.000e-02 -7.100e-01  9.219e+01],[ 9.34 -0.62 -6.34],[-0.58 -0.17 21.44],3.0833333333333335
741,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-4.000e-02 -7.100e-01  9.216e+01],[ 9.34  0.03 -6.3 ],[-2.00e-02 -1.80e-01  2.14e+01],3.0875
742,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[-0.   -0.71 92.13],[ 9.3   0.7  -6.26],[ 0.48 -0.18 21.52],3.091666666666667
743,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.000e-02 -7.000e-01  9.211e+01],[ 9.23  1.38 -6.22],[ 0.9  -0.18 21.34],3.095833333333333
744,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 7.000e-02 -6.900e-01  9.208e+01],[ 9.09  2.07 -6.16],[ 1.64 -0.18 22.12],3.1
745,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.11 -0.68 92.06],[ 8.9   2.74 -6.09],[ 2.16 -0.18 22.06],3.1041666666666665
746,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.15 -0.67 92.03],[ 8.63  3.41 -6.  ],[ 2.84 -0.18 22.37],3.1083333333333334
747,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.18 -0.65 92.01],[ 8.29  4.05 -5.88],[ 3.51 -0.17 22.58],3.1125
748,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.21 -0.63 91.98],[ 7.87  4.64 -5.75],[ 3.98 -0.16 21.91],3.1166666666666667
749,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.24 -0.61 91.96],[ 7.4   5.18 -5.58],[ 4.63 -0.16 21.65],3.120833333333333
750,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.27 -0.58 91.94],[ 6.9   5.66 -5.44],[ 5.11 -0.15 21.05],3.125
751,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.3  -0.56 91.92],[ 6.34  6.09 -5.28],[ 5.77 -0.14 20.82],3.1291666666666664
752,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.32 -0.53 91.89],[ 5.77  6.42 -5.11],[ 6.21 -0.13 19.87],3.1333333333333333
753,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.34 -0.5  91.87],[ 5.15  6.68 -4.94],[ 6.72 -0.11 19.12],3.1375
754,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.36 -0.48 91.85],[ 4.56  6.85 -4.78],[ 7.11 -0.1  18.08],3.1416666666666666
755,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.38 -0.45 91.83],[ 3.98  6.94 -4.62],[ 7.58 -0.08 17.37],3.1458333333333335
756,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.39 -0.42 91.82],[ 3.39  6.99 -4.47],[ 7.98 -0.07 16.45],3.15
757,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.41 -0.39 91.8 ],[ 2.81  6.98 -4.32],[ 8.42 -0.05 15.85],3.154166666666667
758,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.42 -0.36 91.78],[ 2.25  6.91 -4.16],[ 8.83 -0.03 15.08],3.158333333333333
759,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.42 -0.33 91.76],[ 1.71  6.78 -4.  ],[ 9.18 -0.02 14.52],3.1625
760,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.43 -0.3  91.75],[ 1.2   6.58 -3.84],[ 9.37 -0.   13.69],3.1666666666666665
761,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.43 -0.28 91.73],[ 0.75  6.35 -3.67],[9.390e+00 1.000e-02 1.267e+01],3.1708333333333334
762,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.43 -0.25 91.72],[ 0.32  6.11 -3.51],[ 9.31  0.03 11.69],3.175
763,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.43 -0.23 91.7 ],[-0.07  5.85 -3.36],[ 9.15  0.04 10.84],3.1791666666666667
764,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.43 -0.2  91.69],[-0.42  5.56 -3.21],[8.93 0.05 9.9 ],3.183333333333333
765,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.43 -0.18 91.68],[-0.72  5.27 -3.07],[8.62 0.06 9.18],3.1875
766,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.42 -0.16 91.67],[-1.03  4.97 -2.91],[8.4  0.06 8.47],3.1916666666666664
767,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.42 -0.14 91.65],[-1.27  4.65 -2.76],[7.97 0.07 7.69],3.1958333333333333
768,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.41 -0.12 91.64],[-1.49  4.35 -2.63],[7.51 0.07 7.04],3.2
769,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 0.4  -0.11 91.63],[-1.66  4.07 -2.53],[6.99 0.07 6.5 ],3.2041666666666666
770,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 4.000e-01 -9.000e-02  9.162e+01],[-1.8   3.81 -2.44],[6.42 0.06 5.98],3.2083333333333335
771,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.900e-01 -8.000e-02  9.161e+01],[-1.97  3.55 -2.36],[6.15 0.06 5.97],3.2125
772,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.80e-01 -6.00e-02  9.16e+01],[-2.07  3.29 -2.29],[5.69 0.06 5.74],3.216666666666667
773,0.4,0.03,0.2,1,0.86,0.5,0.0005,0.002,[ 3.700e-01 -5.000e-02  9.159e+01],[-2.17  3.03 -2.21],[5.21 0.05 5.41],3.220833333333333
